"Request__RequestParam__ParameterName","Request__RequestParam__ParameterValue","Results__Statistic","Results__UnitOfMeasure","Results__PublicTable","Results__UTCProductionTime","Results__NoteRef","Results__Dimensions__Name","Results__Dimensions__DataType","Results__Dimensions__IsValue","Results__Data__Code","Results__Data__GeoFips","Results__Data__GeoName","Results__Data__TimePeriod","Results__Data__CL_UNIT","Results__Data__UNIT_MULT","Results__Data__DataValue","Results__Notes__NoteRef","Results__Notes__NoteText"
"","","","","","","","","","","SAGDP2N-1","47000","Tennessee","2021","Millions of current dollars","6","438180","",""
"","","","","","","","","","","SAGDP2N-1","47000","Tennessee","2022","Millions of current dollars","6","485658","",""
"","","","","","","","","","","SAGDP2N-1","48000","Texas","2017","Millions of current dollars","6","1.66731e+006","",""
"","","","","","","","","","","SAGDP2N-1","48000","Texas","2018","Millions of current dollars","6","1.80803e+006","",""
"","","","","","","","","","","SAGDP2N-1","48000","Texas","2019","Millions of current dollars","6","1.86011e+006","",""
"","","","","","","","","","","SAGDP2N-1","48000","Texas","2020","Millions of current dollars","6","1.7986e+006","",""
"","","","","","","","","","","SAGDP2N-1","48000","Texas","2021","Millions of current dollars","6","2.08749e+006","",""
"","","","","","","","","","","SAGDP2N-1","48000","Texas","2022","Millions of current dollars","6","2.40214e+006","",""
"","","","","","","","","","","SAGDP2N-1","49000","Utah","2017","Millions of current dollars","6","172075","",""
"","","","","","","","","","","SAGDP2N-1","49000","Utah","2018","Millions of current dollars","6","186806","",""
"","","","","","","","","","","SAGDP2N-1","49000","Utah","2019","Millions of current dollars","6","201285","",""
"","","","","","","","","","","SAGDP2N-1","49000","Utah","2020","Millions of current dollars","6","205666","",""
"","","","","","","","","","","SAGDP2N-1","49000","Utah","2021","Millions of current dollars","6","232125","",""
"","","","","","","","","","","SAGDP2N-1","49000","Utah","2022","Millions of current dollars","6","256370","",""
"","","","","","","","","","","SAGDP2N-1","50000","Vermont","2017","Millions of current dollars","6","32589.2","",""
"","","","","","","","","","","SAGDP2N-1","50000","Vermont","2018","Millions of current dollars","6","33482.6","",""
"","","","","","","","","","","SAGDP2N-1","50000","Vermont","2019","Millions of current dollars","6","34628.1","",""
"","","","","","","","","","","SAGDP2N-1","50000","Vermont","2020","Millions of current dollars","6","34470.8","",""
"","","","","","","","","","","SAGDP2N-1","50000","Vermont","2021","Millions of current dollars","6","37593.5","",""
"","","","","","","","","","","SAGDP2N-1","50000","Vermont","2022","Millions of current dollars","6","40830.8","",""
"","","","","","","","","","","SAGDP2N-1","51000","Virginia","2017","Millions of current dollars","6","515167","",""
"","","","","","","","","","","SAGDP2N-1","51000","Virginia","2018","Millions of current dollars","6","537158","",""
"","","","","","","","","","","SAGDP2N-1","51000","Virginia","2019","Millions of current dollars","6","561990","",""
"","","","","","","","","","","SAGDP2N-1","51000","Virginia","2020","Millions of current dollars","6","565063","",""
"","","","","","","","","","","SAGDP2N-1","51000","Virginia","2021","Millions of current dollars","6","613920","",""
"","","","","","","","","","","SAGDP2N-1","51000","Virginia","2022","Millions of current dollars","6","663106","",""
"","","","","","","","","","","SAGDP2N-1","53000","Washington","2017","Millions of current dollars","6","527169","",""
"","","","","","","","","","","SAGDP2N-1","53000","Washington","2018","Millions of current dollars","6","570338","",""
"","","","","","","","","","","SAGDP2N-1","53000","Washington","2019","Millions of current dollars","6","608966","",""
"","","","","","","","","","","SAGDP2N-1","53000","Washington","2020","Millions of current dollars","6","621493","",""
"","","","","","","","","","","SAGDP2N-1","53000","Washington","2021","Millions of current dollars","6","688632","",""
"","","","","","","","","","","SAGDP2N-1","53000","Washington","2022","Millions of current dollars","6","738101","",""
"","","","","","","","","","","SAGDP2N-1","54000","West Virginia","2017","Millions of current dollars","6","75172.4","",""
"","","","","","","","","","","SAGDP2N-1","54000","West Virginia","2018","Millions of current dollars","6","79794.3","",""
"","","","","","","","","","","SAGDP2N-1","54000","West Virginia","2019","Millions of current dollars","6","79883.8","",""
"","","","","","","","","","","SAGDP2N-1","54000","West Virginia","2020","Millions of current dollars","6","76975.9","",""
"","","","","","","","","","","SAGDP2N-1","54000","West Virginia","2021","Millions of current dollars","6","86509.9","",""
"","","","","","","","","","","SAGDP2N-1","54000","West Virginia","2022","Millions of current dollars","6","97417.3","",""
"","","","","","","","","","","SAGDP2N-1","55000","Wisconsin","2017","Millions of current dollars","6","321887","",""
"","","","","","","","","","","SAGDP2N-1","55000","Wisconsin","2018","Millions of current dollars","6","335144","",""
"","","","","","","","","","","SAGDP2N-1","55000","Wisconsin","2019","Millions of current dollars","6","347399","",""
"","","","","","","","","","","SAGDP2N-1","55000","Wisconsin","2020","Millions of current dollars","6","343783","",""
"","","","","","","","","","","SAGDP2N-1","55000","Wisconsin","2021","Millions of current dollars","6","369032","",""
"","","","","","","","","","","SAGDP2N-1","55000","Wisconsin","2022","Millions of current dollars","6","396209","",""
"","","","","","","","","","","SAGDP2N-1","56000","Wyoming","2017","Millions of current dollars","6","37620.3","",""
"","","","","","","","","","","SAGDP2N-1","56000","Wyoming","2018","Millions of current dollars","6","39614.5","",""
"","","","","","","","","","","SAGDP2N-1","56000","Wyoming","2019","Millions of current dollars","6","39971.4","",""
"","","","","","","","","","","SAGDP2N-1","56000","Wyoming","2020","Millions of current dollars","6","36675.5","",""
"","","","","","","","","","","SAGDP2N-1","56000","Wyoming","2021","Millions of current dollars","6","42176.2","",""
"","","","","","","","","","","SAGDP2N-1","56000","Wyoming","2022","Millions of current dollars","6","49080.6","",""
"","","","","","","","","","","SAGDP2N-1","91000","New England","2017","Millions of current dollars","6","1.03955e+006","",""
"","","","","","","","","","","SAGDP2N-1","91000","New England","2018","Millions of current dollars","6","1.08376e+006","",""
"","","","","","","","","","","SAGDP2N-1","91000","New England","2019","Millions of current dollars","6","1.12801e+006","",""
"","","","","","","","","","","SAGDP2N-1","91000","New England","2020","Millions of current dollars","6","1.12204e+006","",""
"","","","","","","","","","","SAGDP2N-1","91000","New England","2021","Millions of current dollars","6","1.22419e+006","",""
"","","","","","","","","","","SAGDP2N-1","91000","New England","2022","Millions of current dollars","6","1.31523e+006","",""
"","","","","","","","","","","SAGDP2N-1","92000","Mideast","2017","Millions of current dollars","6","3.57277e+006","",""
"","","","","","","","","","","SAGDP2N-1","92000","Mideast","2018","Millions of current dollars","6","3.73601e+006","",""
"","","","","","","","","","","SAGDP2N-1","92000","Mideast","2019","Millions of current dollars","6","3.88152e+006","",""
"","","","","","","","","","","SAGDP2N-1","92000","Mideast","2020","Millions of current dollars","6","3.81247e+006","",""
"","","","","","","","","","","SAGDP2N-1","92000","Mideast","2021","Millions of current dollars","6","4.134e+006","",""
"","","","","","","","","","","SAGDP2N-1","92000","Mideast","2022","Millions of current dollars","6","4.45055e+006","",""
"","","","","","","","","","","SAGDP2N-1","93000","Great Lakes","2017","Millions of current dollars","6","2.66954e+006","",""
"","","","","","","","","","","SAGDP2N-1","93000","Great Lakes","2018","Millions of current dollars","6","2.78133e+006","",""
"","","","","","","","","","","SAGDP2N-1","93000","Great Lakes","2019","Millions of current dollars","6","2.86875e+006","",""
"","","","","","","","","","","SAGDP2N-1","93000","Great Lakes","2020","Millions of current dollars","6","2.80478e+006","",""
"","","","","","","","","","","SAGDP2N-1","93000","Great Lakes","2021","Millions of current dollars","6","3.07211e+006","",""
"","","","","","","","","","","SAGDP2N-1","93000","Great Lakes","2022","Millions of current dollars","6","3.34075e+006","",""
"","","","","","","","","","","SAGDP2N-1","94000","Plains","2017","Millions of current dollars","6","1.25076e+006","",""
"","","","","","","","","","","SAGDP2N-1","94000","Plains","2018","Millions of current dollars","6","1.3011e+006","",""
"","","","","","","","","","","SAGDP2N-1","94000","Plains","2019","Millions of current dollars","6","1.33959e+006","",""
"","","","","","","","","","","SAGDP2N-1","94000","Plains","2020","Millions of current dollars","6","1.33868e+006","",""
"","","","","","","","","","","SAGDP2N-1","94000","Plains","2021","Millions of current dollars","6","1.46603e+006","",""
"","","","","","","","","","","SAGDP2N-1","94000","Plains","2022","Millions of current dollars","6","1.59896e+006","",""
"","","","","","","","","","","SAGDP2N-1","95000","Southeast","2017","Millions of current dollars","6","4.21009e+006","",""
"","","","","","","","","","","SAGDP2N-1","95000","Southeast","2018","Millions of current dollars","6","4.41175e+006","",""
"","","","","","","","","","","SAGDP2N-1","95000","Southeast","2019","Millions of current dollars","6","4.60418e+006","",""
"","","","","","","","","","","SAGDP2N-1","95000","Southeast","2020","Millions of current dollars","6","4.60299e+006","",""
"","","","","","","","","","","SAGDP2N-1","95000","Southeast","2021","Millions of current dollars","6","5.103e+006","",""
"","","","","","","","","","","SAGDP2N-1","95000","Southeast","2022","Millions of current dollars","6","5.60461e+006","",""
"","","","","","","","","","","SAGDP2N-1","96000","Southwest","2017","Millions of current dollars","6","2.28616e+006","",""
"","","","","","","","","","","SAGDP2N-1","96000","Southwest","2018","Millions of current dollars","6","2.46473e+006","",""
"","","","","","","","","","","SAGDP2N-1","96000","Southwest","2019","Millions of current dollars","6","2.54479e+006","",""
"","","","","","","","","","","SAGDP2N-1","96000","Southwest","2020","Millions of current dollars","6","2.47713e+006","",""
"","","","","","","","","","","SAGDP2N-1","96000","Southwest","2021","Millions of current dollars","6","2.84923e+006","",""
"","","","","","","","","","","SAGDP2N-1","96000","Southwest","2022","Millions of current dollars","6","3.24607e+006","",""
"","","","","","","","","","","SAGDP2N-1","97000","Rocky Mountain","2017","Millions of current dollars","6","681310","",""
"","","","","","","","","","","SAGDP2N-1","97000","Rocky Mountain","2018","Millions of current dollars","6","730568","",""
"","","","","","","","","","","SAGDP2N-1","97000","Rocky Mountain","2019","Millions of current dollars","6","776281","",""
"","","","","","","","","","","SAGDP2N-1","97000","Rocky Mountain","2020","Millions of current dollars","6","781272","",""
"","","","","","","","","","","SAGDP2N-1","97000","Rocky Mountain","2021","Millions of current dollars","6","880143","",""
"","","","","","","","","","","SAGDP2N-1","97000","Rocky Mountain","2022","Millions of current dollars","6","974683","",""
"","","","","","","","","","","SAGDP2N-1","98000","Far West","2017","Millions of current dollars","6","3.79744e+006","",""
"","","","","","","","","","","SAGDP2N-1","98000","Far West","2018","Millions of current dollars","6","4.02658e+006","",""
"","","","","","","","","","","SAGDP2N-1","98000","Far West","2019","Millions of current dollars","6","4.25224e+006","",""
"","","","","","","","","","","SAGDP2N-1","98000","Far West","2020","Millions of current dollars","6","4.25402e+006","",""
"","","","","","","","","","","SAGDP2N-1","98000","Far West","2021","Millions of current dollars","6","4.73288e+006","",""
"","","","","","","","","","","SAGDP2N-1","98000","Far West","2022","Millions of current dollars","6","5.06677e+006","",""
